model,strategy,profile_id,food,run,predicted,gold,latency_ms,conditions,allergens,llm_raw_verdict,parse_fallback
claude-sonnet-4-5,zero_shot,P03,guacamole,1,limit,limit,4490,ckd,,limit,False
claude-sonnet-4-5,zero_shot,P03,steak,1,limit,limit,4670,ckd,,limit,False
claude-sonnet-4-5,zero_shot,P03,hamburger,1,limit,limit,2464,ckd,,limit,False
claude-sonnet-4-5,zero_shot,P03,ramen,1,limit,limit,4111,ckd,,limit,False
claude-sonnet-4-5,zero_shot,P03,spaghetti_bolognese,1,limit,limit,3799,ckd,,limit,False
claude-sonnet-4-5,zero_shot,P04,sashimi,1,limit,recommend,3662,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,greek_salad,1,limit,recommend,3723,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,grilled_salmon,1,limit,recommend,3643,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,edamame,1,limit,recommend,2858,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,omelette,1,limit,recommend,3193,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,chicken_curry,1,limit,limit,2237,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,pho,1,limit,limit,4406,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,caprese_salad,1,limit,recommend,4397,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,tuna_tartare,1,limit,recommend,3677,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,french_fries,1,limit,avoid,4451,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,pizza,1,limit,avoid,4806,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,macaroni_and_cheese,1,limit,avoid,4150,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,nachos,1,limit,avoid,6524,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,hot_dog,1,limit,avoid,3503,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,apple_pie,1,limit,limit,5813,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,ice_cream,1,limit,avoid,4783,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,chocolate_cake,1,limit,avoid,20543,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,hummus,1,avoid,recommend,20244,diabetes|hypertension,,avoid,True
claude-sonnet-4-5,zero_shot,P04,beet_salad,1,limit,recommend,5588,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,guacamole,1,limit,recommend,15995,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,steak,1,limit,limit,3550,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,hamburger,1,limit,avoid,4108,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,ramen,1,limit,avoid,4416,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P04,spaghetti_bolognese,1,limit,limit,2438,diabetes|hypertension,,limit,False
claude-sonnet-4-5,zero_shot,P05,sashimi,1,limit,recommend,3530,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,greek_salad,1,limit,recommend,3824,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,grilled_salmon,1,limit,recommend,3422,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,edamame,1,limit,recommend,5156,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,omelette,1,limit,recommend,2670,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,chicken_curry,1,limit,limit,2401,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,pho,1,limit,limit,4032,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,caprese_salad,1,limit,recommend,3527,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,tuna_tartare,1,limit,recommend,2518,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,french_fries,1,limit,avoid,3574,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,pizza,1,limit,avoid,5062,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,macaroni_and_cheese,1,limit,avoid,2513,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,nachos,1,limit,avoid,4131,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,hot_dog,1,limit,avoid,2228,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,apple_pie,1,limit,limit,3530,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,ice_cream,1,limit,avoid,4190,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,chocolate_cake,1,limit,avoid,3317,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,hummus,1,limit,limit,3310,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,beet_salad,1,limit,limit,3440,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,guacamole,1,avoid,limit,3409,diabetes|ckd,,avoid,True
claude-sonnet-4-5,zero_shot,P05,steak,1,limit,limit,3043,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,hamburger,1,limit,limit,2642,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,ramen,1,limit,limit,3936,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P05,spaghetti_bolognese,1,limit,limit,2400,diabetes|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,sashimi,1,limit,recommend,3872,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,greek_salad,1,limit,recommend,3133,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,grilled_salmon,1,limit,recommend,3046,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,edamame,1,limit,recommend,2688,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,omelette,1,limit,recommend,3594,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,chicken_curry,1,limit,limit,3601,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,pho,1,limit,limit,4129,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,caprese_salad,1,limit,recommend,4369,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,tuna_tartare,1,limit,recommend,4792,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,french_fries,1,limit,avoid,3287,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,pizza,1,limit,avoid,2758,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,macaroni_and_cheese,1,limit,avoid,2875,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,nachos,1,limit,avoid,2576,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,hot_dog,1,limit,avoid,3487,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,apple_pie,1,limit,limit,4964,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,ice_cream,1,limit,avoid,2854,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,chocolate_cake,1,limit,avoid,3068,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,hummus,1,limit,limit,2706,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,beet_salad,1,limit,limit,3142,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,guacamole,1,limit,limit,2475,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,steak,1,limit,limit,4075,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,hamburger,1,limit,avoid,3023,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,ramen,1,limit,avoid,3091,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P06,spaghetti_bolognese,1,limit,limit,3992,hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,sashimi,1,limit,recommend,3264,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,greek_salad,1,limit,recommend,3502,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,grilled_salmon,1,limit,recommend,3064,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,edamame,1,limit,recommend,2602,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,omelette,1,limit,recommend,3165,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,chicken_curry,1,limit,limit,2251,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,pho,1,limit,limit,3641,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,caprese_salad,1,limit,recommend,3935,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,tuna_tartare,1,limit,recommend,2530,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,french_fries,1,limit,avoid,3965,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,pizza,1,limit,avoid,3781,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,macaroni_and_cheese,1,limit,avoid,4864,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,nachos,1,limit,avoid,2452,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,hot_dog,1,limit,avoid,2930,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,apple_pie,1,limit,limit,3700,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,ice_cream,1,limit,avoid,3409,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,chocolate_cake,1,limit,avoid,2669,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,hummus,1,limit,limit,3213,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,beet_salad,1,limit,limit,3410,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,guacamole,1,limit,limit,5167,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,steak,1,limit,limit,4661,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,hamburger,1,limit,avoid,3032,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,ramen,1,limit,avoid,4086,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P07,spaghetti_bolognese,1,limit,limit,2470,diabetes|hypertension|ckd,,limit,False
claude-sonnet-4-5,zero_shot,P08,sashimi,1,limit,recommend,2997,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,greek_salad,1,limit,recommend,2141,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,grilled_salmon,1,recommend,recommend,1263,,peanut|tree_nut,recommend,False
claude-sonnet-4-5,zero_shot,P08,edamame,1,avoid,recommend,1307,,peanut|tree_nut,avoid,False
claude-sonnet-4-5,zero_shot,P08,omelette,1,limit,recommend,2245,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,chicken_curry,1,limit,limit,2289,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,pho,1,limit,limit,1928,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,caprese_salad,1,limit,recommend,2095,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,tuna_tartare,1,limit,recommend,2561,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,french_fries,1,limit,avoid,2297,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,pizza,1,avoid,avoid,1238,,peanut|tree_nut,avoid,False
claude-sonnet-4-5,zero_shot,P08,macaroni_and_cheese,1,limit,avoid,2778,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,nachos,1,limit,avoid,1471,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,hot_dog,1,limit,avoid,2264,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,apple_pie,1,limit,limit,2563,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,ice_cream,1,avoid,avoid,1157,,peanut|tree_nut,avoid,False
claude-sonnet-4-5,zero_shot,P08,chocolate_cake,1,limit,avoid,2384,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,hummus,1,limit|avoid,limit,1374,,peanut|tree_nut,limit|avoid,False
claude-sonnet-4-5,zero_shot,P08,beet_salad,1,limit,limit,2301,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,guacamole,1,avoid,limit,1255,,peanut|tree_nut,avoid,False
claude-sonnet-4-5,zero_shot,P08,steak,1,avoid,limit,1313,,peanut|tree_nut,avoid,False
claude-sonnet-4-5,zero_shot,P08,hamburger,1,limit,avoid,2090,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,ramen,1,limit,avoid,3199,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P08,spaghetti_bolognese,1,limit,limit,2598,,peanut|tree_nut,limit,False
claude-sonnet-4-5,zero_shot,P09,sashimi,1,limit,recommend,2861,diabetes,shellfish,limit,True
claude-sonnet-4-5,zero_shot,P09,greek_salad,1,limit,recommend,2627,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,grilled_salmon,1,limit,recommend,3707,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,edamame,1,limit,recommend,2692,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,omelette,1,recommend|limit,recommend,2519,diabetes,shellfish,recommend|limit,False
claude-sonnet-4-5,zero_shot,P09,chicken_curry,1,limit,recommend,2700,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,pho,1,limit,recommend,2418,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,caprese_salad,1,limit,recommend,2212,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,tuna_tartare,1,limit,recommend,1518,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,french_fries,1,limit,avoid,2215,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,pizza,1,limit,limit,1796,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,macaroni_and_cheese,1,limit,avoid,2298,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,nachos,1,limit,avoid,1570,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,hot_dog,1,limit,avoid,2513,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,apple_pie,1,limit,limit,2468,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,ice_cream,1,limit,avoid,2394,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,chocolate_cake,1,limit,avoid,2437,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,hummus,1,limit,recommend,2261,diabetes,shellfish,limit,True
claude-sonnet-4-5,zero_shot,P09,beet_salad,1,limit,recommend,3877,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,guacamole,1,limit,recommend,3172,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,steak,1,limit,recommend,2766,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,hamburger,1,limit,limit,2363,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,ramen,1,limit,limit,2773,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P09,spaghetti_bolognese,1,limit,limit,2388,diabetes,shellfish,limit,False
claude-sonnet-4-5,zero_shot,P10,sashimi,1,limit,recommend,4100,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,greek_salad,1,limit,recommend,2152,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,grilled_salmon,1,recommend,recommend,1212,,gluten,recommend,False
claude-sonnet-4-5,zero_shot,P10,edamame,1,avoid,recommend,1169,,gluten,avoid,False
claude-sonnet-4-5,zero_shot,P10,omelette,1,limit,recommend,2586,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,chicken_curry,1,limit,limit,2207,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,pho,1,limit,limit,2161,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,caprese_salad,1,limit,recommend,2673,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,tuna_tartare,1,avoid,recommend,2544,,gluten,avoid,True
claude-sonnet-4-5,zero_shot,P10,french_fries,1,limit,avoid,2493,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,pizza,1,avoid,avoid,1504,,gluten,avoid,False
claude-sonnet-4-5,zero_shot,P10,macaroni_and_cheese,1,limit,avoid,1947,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,nachos,1,limit,avoid,1844,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,hot_dog,1,limit,avoid,2265,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,apple_pie,1,limit,limit,2285,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,ice_cream,1,avoid,avoid,1336,,gluten,avoid,False
claude-sonnet-4-5,zero_shot,P10,chocolate_cake,1,limit,avoid,2497,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,hummus,1,avoid,limit,1869,,gluten,avoid,False
claude-sonnet-4-5,zero_shot,P10,beet_salad,1,limit,limit,2284,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,guacamole,1,avoid,limit,1537,,gluten,avoid,False
claude-sonnet-4-5,zero_shot,P10,steak,1,avoid,limit,1082,,gluten,avoid,False
claude-sonnet-4-5,zero_shot,P10,hamburger,1,limit,avoid,2277,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,ramen,1,limit,avoid,2431,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P10,spaghetti_bolognese,1,limit,limit,2269,,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,sashimi,1,limit,recommend,2341,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,greek_salad,1,limit,recommend,2682,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,grilled_salmon,1,limit,recommend,2294,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,edamame,1,avoid,recommend,2261,diabetes,gluten,avoid,False
claude-sonnet-4-5,zero_shot,P11,omelette,1,limit,recommend,2357,diabetes,gluten,limit,True
claude-sonnet-4-5,zero_shot,P11,chicken_curry,1,limit,recommend,2338,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,pho,1,limit,recommend,2375,diabetes,gluten,limit,True
claude-sonnet-4-5,zero_shot,P11,caprese_salad,1,limit,recommend,2637,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,tuna_tartare,1,limit,recommend,3132,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,french_fries,1,limit,avoid,2274,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,pizza,1,limit,limit,3382,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,macaroni_and_cheese,1,limit,avoid,2491,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,nachos,1,limit,avoid,2380,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,hot_dog,1,limit,avoid,2301,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,apple_pie,1,limit,limit,2615,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,ice_cream,1,limit,avoid,2313,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,chocolate_cake,1,limit,avoid,2505,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,hummus,1,recommend|limit,recommend,2555,diabetes,gluten,recommend|limit,False
claude-sonnet-4-5,zero_shot,P11,beet_salad,1,limit,recommend,2686,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,guacamole,1,limit,recommend,2039,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,steak,1,limit,recommend,2383,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,hamburger,1,limit,limit,1972,diabetes,gluten,limit,False
claude-sonnet-4-5,zero_shot,P11,ramen,1,limit,limit,2282,diabetes,gluten,limit,False
